model vertices:
(-0.008300,-0.043190,0.010130)
(-0.008770,-0.043580,0.007670)
(-0.010130,-0.043400,0.000050)
(-0.009600,-0.042830,-0.007930)
(-0.007870,-0.042820,-0.010760)
(-0.004700,-0.042600,-0.011850)
(-0.005970,-0.023440,-0.017450)
(0.001930,-0.022860,-0.016190)
(0.006130,-0.022780,-0.013580)
(0.008040,-0.022830,-0.008100)
(0.009090,-0.022680,0.002930)
(0.006790,-0.022540,0.012950)
(0.004270,-0.022460,0.016840)
(-0.000020,-0.022580,0.017950)
(-0.008650,-0.023200,0.017610)
(-0.016050,-0.023950,0.014650)
(-0.018410,-0.024340,0.012700)
(-0.019160,-0.024560,0.009230)
(-0.020360,-0.024530,-0.000430)
(-0.019170,-0.024260,-0.010280)
(-0.017260,-0.024200,-0.013970)
(-0.013530,-0.024040,-0.015570)
(-0.009620,-0.000200,-0.020190)
(-0.000290,-0.000200,-0.018770)
(0.004440,-0.000200,-0.015760)
(0.006580,-0.000200,-0.009510)
(0.008100,-0.000200,0.002810)
(0.005770,-0.000200,0.014260)
(0.002840,-0.000200,0.019180)
(-0.002310,-0.000200,0.020700)
(-0.012270,-0.000200,0.020080)
(-0.020880,-0.000200,0.016270)
(-0.023900,-0.000200,0.013900)
(-0.024920,-0.000200,0.009820)
(-0.026100,-0.000200,-0.001040)
(-0.024520,-0.000200,-0.011930)
(-0.022520,-0.000200,-0.016090)
(-0.018460,-0.000200,-0.017970)
(-0.008880,0.023680,-0.020700)
(0.000520,0.023020,-0.019370)
(0.005230,0.022730,-0.016420)
(0.007450,0.022610,-0.010340)
(0.009230,0.022540,0.001310)
(0.007400,0.022580,0.012250)
(0.004940,0.022480,0.017240)
(0.000140,0.022590,0.019110)
(-0.009910,0.023310,0.018990)
(-0.019090,0.024210,0.015540)
(-0.022530,0.024720,0.013290)
(-0.023900,0.025050,0.009180)
(-0.025270,0.025220,-0.001740)
(-0.023700,0.024990,-0.012580)
(-0.021750,0.024760,-0.016640)
(-0.017740,0.024370,-0.018460)
(-0.004850,0.043280,-0.019430)
(0.003670,0.042040,-0.018320)
(0.007960,0.041350,-0.015790)
(0.010110,0.041020,-0.010600)
(0.012040,0.040940,-0.001020)
(0.011050,0.041110,0.008090)
(0.009610,0.040950,0.012540)
(0.005930,0.041130,0.014660)
(-0.003290,0.042470,0.015530)
(-0.012530,0.044250,0.013250)
(-0.016240,0.045290,0.011500)
(-0.017950,0.045990,0.007750)
(-0.019560,0.046450,-0.002410)
(-0.018250,0.046040,-0.012390)
(-0.016480,0.045460,-0.015930)
(-0.012840,0.044590,-0.017450)
(0.001030,0.059280,-0.016850)
(0.008070,0.057690,-0.016000)
(0.011630,0.056690,-0.014010)
(0.013540,0.056170,-0.010020)
(0.015440,0.056070,-0.003050)
(0.015290,0.056330,0.003690)
(0.014840,0.056140,0.007280)
(0.012440,0.056350,0.009410)
(0.004700,0.058050,0.011110)
(-0.003890,0.060420,0.010140)
(-0.007550,0.061840,0.009010)
(-0.009430,0.062820,0.005840)
(-0.011150,0.063540,-0.002880)
(-0.010170,0.063050,-0.011360)
(-0.008690,0.062200,-0.014180)
(-0.005610,0.060980,-0.015290)
(0.007280,0.072410,-0.013420)
(0.012640,0.070820,-0.012730)
(0.015240,0.069770,-0.011200)
(0.016680,0.069180,-0.008300)
(0.018370,0.069000,-0.003610)
(0.018700,0.069180,0.000960)
(0.018660,0.068990,0.003620)
(0.017080,0.069180,0.005390)
(0.011160,0.070870,0.007210)
(0.004160,0.073270,0.007000)
(0.001010,0.074710,0.006290)
(-0.000690,0.075710,0.003780)
(-0.002210,0.076510,-0.003010)
(-0.001500,0.076120,-0.009510)
(-0.000310,0.075300,-0.011600)
(0.002140,0.074080,-0.012330)
(0.013050,0.081870,-0.009640)
(0.016750,0.080640,-0.009000)
(0.018310,0.079840,-0.007770)
(0.019110,0.079370,-0.005700)
(0.020460,0.079130,-0.002680)
(0.020870,0.079180,0.000190)
(0.020660,0.079000,0.001940)
(0.019300,0.079160,0.003110)
(0.015250,0.080440,0.004370)
(0.010530,0.082260,0.004240)
(0.008280,0.083370,0.003660)
(0.007060,0.084130,0.001820)
(0.006020,0.084770,-0.002780)
(0.006570,0.084550,-0.007110)
(0.007500,0.084000,-0.008550)
(0.009320,0.083120,-0.009000)
(0.018010,0.087170,-0.006120)
(0.020230,0.086480,-0.005490)
(0.020840,0.086030,-0.004480)
(0.021030,0.085760,-0.003080)
(0.022000,0.085590,-0.001370)
(0.022370,0.085580,0.000130)
(0.021870,0.085460,0.001080)
(0.020510,0.085570,0.001620)
(0.018130,0.086300,0.002180)
(0.015660,0.087310,0.001930)
(0.014320,0.087930,0.001400)
(0.013640,0.088350,0.000140)
(0.013110,0.088710,-0.002410)
(0.013550,0.088630,-0.004750)
(0.014240,0.088350,-0.005640)
(0.015520,0.087860,-0.005880)
(0.021450,0.089490,-0.003510)
(0.022640,0.089280,-0.002880)
(0.022560,0.089140,-0.002020)
(0.022280,0.089060,-0.001060)
(0.022910,0.089010,-0.000220)
(0.023260,0.088990,0.000390)
(0.022450,0.088930,0.000790)
(0.021020,0.088990,0.000810)
(0.019910,0.089230,0.000750)
(0.019070,0.089510,0.000340)
(0.018450,0.089710,-0.000210)
(0.018200,0.089830,-0.001020)
(0.018090,0.089930,-0.002080)
(0.018460,0.089920,-0.002970)
(0.018980,0.089850,-0.003470)
(0.019880,0.089700,-0.003570)
(0.022730,0.090000,-0.002480)
(0.023540,0.090000,-0.001860)
(0.023190,0.090000,-0.001030)
(0.022730,0.090000,-0.000250)
(0.023210,0.090000,0.000260)
(0.023540,0.090000,0.000560)
(0.022540,0.090000,0.000770)
(0.021120,0.090000,0.000560)
(0.020580,0.090000,0.000240)
(0.020310,0.090000,-0.000250)
(0.019980,0.090000,-0.000850)
(0.019910,0.090000,-0.001450)
(0.019980,0.090000,-0.001920)
(0.020310,0.090000,-0.002260)
(0.020770,0.090000,-0.002590)
(0.021520,0.090000,-0.002660)
model faces:
f: ((0.024350,-0.083880,-0.001450),(0.023740,-0.083090,-0.001610),(0.025000,-0.083690,-0.001830))
f: ((0.024430,-0.082920,-0.001920),(0.025000,-0.083690,-0.001830),(0.023740,-0.083090,-0.001610))
f: ((0.024430,-0.082920,-0.001920),(0.025560,-0.083880,-0.001860),(0.025000,-0.083690,-0.001830))
f: ((0.024430,-0.082920,-0.001920),(0.025010,-0.083120,-0.001880),(0.025560,-0.083880,-0.001860))
f: ((0.025560,-0.083880,-0.001860),(0.025010,-0.083120,-0.001880),(0.026100,-0.083880,0.000090))
f: ((0.025450,-0.083110,0.000100),(0.026100,-0.083880,0.000090),(0.025010,-0.083120,-0.001880))
f: ((0.025450,-0.083110,0.000100),(0.025960,-0.083880,0.002570),(0.026100,-0.083880,0.000090))
f: ((0.025450,-0.083110,0.000100),(0.025240,-0.083070,0.002480),(0.025960,-0.083880,0.002570))
f: ((0.025480,-0.083650,0.003400),(0.025960,-0.083880,0.002570),(0.025240,-0.083070,0.002480))
f: ((0.025480,-0.083650,0.003400),(0.025240,-0.083070,0.002480),(0.024830,-0.082850,0.003150))
f: ((0.025480,-0.083650,0.003400),(0.024830,-0.082850,0.003150),(0.024750,-0.083880,0.003780))
f: ((0.024230,-0.083030,0.003470),(0.024750,-0.083880,0.003780),(0.024830,-0.082850,0.003150))
f: ((0.024750,-0.083880,0.003780),(0.024230,-0.083030,0.003470),(0.023800,-0.086400,0.004010))
f: ((0.023260,-0.085500,0.003820),(0.023800,-0.086400,0.004010),(0.024230,-0.083030,0.003470))
f: ((0.023260,-0.085500,0.003820),(0.022730,-0.089180,0.003780),(0.023800,-0.086400,0.004010))
f: ((0.023260,-0.085500,0.003820),(0.022140,-0.088290,0.003770),(0.022730,-0.089180,0.003780))
f: ((0.021830,-0.089890,0.003840),(0.022730,-0.089180,0.003780),(0.022140,-0.088290,0.003770))
f: ((0.021830,-0.089890,0.003840),(0.022140,-0.088290,0.003770),(0.021310,-0.088990,0.003860))
f: ((0.021830,-0.089890,0.003840),(0.021310,-0.088990,0.003860),(0.021120,-0.090000,0.003380))
f: ((0.020640,-0.089130,0.003420),(0.021120,-0.090000,0.003380),(0.021310,-0.088990,0.003860))
f: ((0.021120,-0.090000,0.003380),(0.020640,-0.089130,0.003420),(0.020660,-0.089440,0.000430))
f: ((0.020090,-0.088600,0.000470),(0.020660,-0.089440,0.000430),(0.020640,-0.089130,0.003420))
f: ((0.020090,-0.088600,0.000470),(0.021120,-0.088780,-0.002260),(0.020660,-0.089440,0.000430))
f: ((0.020090,-0.088600,0.000470),(0.020460,-0.087920,-0.002300),(0.021120,-0.088780,-0.002260))
f: ((0.021120,-0.088780,-0.002260),(0.020460,-0.087920,-0.002300),(0.021860,-0.089160,-0.002320))
f: ((0.021260,-0.088300,-0.002410),(0.021860,-0.089160,-0.002320),(0.020460,-0.087920,-0.002300))
f: ((0.021860,-0.089160,-0.002320),(0.021260,-0.088300,-0.002410),(0.022730,-0.089180,-0.001860))
f: ((0.022200,-0.088280,-0.001980),(0.022730,-0.089180,-0.001860),(0.021260,-0.088300,-0.002410))
f: ((0.022200,-0.088280,-0.001980),(0.023600,-0.086540,-0.001530),(0.022730,-0.089180,-0.001860))
f: ((0.022200,-0.088280,-0.001980),(0.023040,-0.085680,-0.001700),(0.023600,-0.086540,-0.001530))
f: ((0.024350,-0.083880,-0.001450),(0.023600,-0.086540,-0.001530),(0.023040,-0.085680,-0.001700))
f: ((0.024350,-0.083880,-0.001450),(0.023040,-0.085680,-0.001700),(0.023740,-0.083090,-0.001610))
f: ((0.022830,-0.080150,-0.002280),(0.024430,-0.082920,-0.001920),(0.022020,-0.080290,-0.002160))
f: ((0.023740,-0.083090,-0.001610),(0.022020,-0.080290,-0.002160),(0.024430,-0.082920,-0.001920))
f: ((0.024430,-0.082920,-0.001920),(0.022830,-0.080150,-0.002280),(0.025010,-0.083120,-0.001880))
f: ((0.023470,-0.080400,-0.002020),(0.025010,-0.083120,-0.001880),(0.022830,-0.080150,-0.002280))
f: ((0.025010,-0.083120,-0.001880),(0.023470,-0.080400,-0.002020),(0.025450,-0.083110,0.000100))
f: ((0.023680,-0.080320,0.000200),(0.025450,-0.083110,0.000100),(0.023470,-0.080400,-0.002020))
f: ((0.023680,-0.080320,0.000200),(0.025240,-0.083070,0.002480),(0.025450,-0.083110,0.000100))
f: ((0.023680,-0.080320,0.000200),(0.023290,-0.080190,0.002380),(0.025240,-0.083070,0.002480))
f: ((0.024830,-0.082850,0.003150),(0.025240,-0.083070,0.002480),(0.023290,-0.080190,0.002380))
f: ((0.024830,-0.082850,0.003150),(0.023290,-0.080190,0.002380),(0.023050,-0.080020,0.002750))
f: ((0.024830,-0.082850,0.003150),(0.023050,-0.080020,0.002750),(0.024230,-0.083030,0.003470))
f: ((0.022680,-0.080100,0.002920),(0.024230,-0.083030,0.003470),(0.023050,-0.080020,0.002750))
f: ((0.024230,-0.083030,0.003470),(0.022680,-0.080100,0.002920),(0.023260,-0.085500,0.003820))
f: ((0.021590,-0.082390,0.003520),(0.023260,-0.085500,0.003820),(0.022680,-0.080100,0.002920))
f: ((0.021590,-0.082390,0.003520),(0.022140,-0.088290,0.003770),(0.023260,-0.085500,0.003820))
f: ((0.021590,-0.082390,0.003520),(0.020250,-0.085160,0.003900),(0.022140,-0.088290,0.003770))
f: ((0.021310,-0.088990,0.003860),(0.022140,-0.088290,0.003770),(0.020250,-0.085160,0.003900))
f: ((0.021310,-0.088990,0.003860),(0.020250,-0.085160,0.003900),(0.019550,-0.085870,0.004010))
f: ((0.021310,-0.088990,0.003860),(0.019550,-0.085870,0.004010),(0.020640,-0.089130,0.003420))
f: ((0.019000,-0.086080,0.003590),(0.020640,-0.089130,0.003420),(0.019550,-0.085870,0.004010))
f: ((0.020640,-0.089130,0.003420),(0.019000,-0.086080,0.003590),(0.020090,-0.088600,0.000470))
f: ((0.018230,-0.085600,0.000560),(0.020090,-0.088600,0.000470),(0.019000,-0.086080,0.003590))
f: ((0.018230,-0.085600,0.000560),(0.020460,-0.087920,-0.002300),(0.020090,-0.088600,0.000470))
f: ((0.018230,-0.085600,0.000560),(0.018400,-0.084900,-0.002490),(0.020460,-0.087920,-0.002300))
f: ((0.020460,-0.087920,-0.002300),(0.018400,-0.084900,-0.002490),(0.021260,-0.088300,-0.002410))
f: ((0.019330,-0.085240,-0.002780),(0.021260,-0.088300,-0.002410),(0.018400,-0.084900,-0.002490))
f: ((0.021260,-0.088300,-0.002410),(0.019330,-0.085240,-0.002780),(0.022200,-0.088280,-0.001980))
f: ((0.020460,-0.085150,-0.002460),(0.022200,-0.088280,-0.001980),(0.019330,-0.085240,-0.002780))
f: ((0.020460,-0.085150,-0.002460),(0.023040,-0.085680,-0.001700),(0.022200,-0.088280,-0.001980))
f: ((0.020460,-0.085150,-0.002460),(0.021330,-0.082680,-0.002320),(0.023040,-0.085680,-0.001700))
f: ((0.023740,-0.083090,-0.001610),(0.023040,-0.085680,-0.001700),(0.021330,-0.082680,-0.002320))
f: ((0.023740,-0.083090,-0.001610),(0.021330,-0.082680,-0.002320),(0.022020,-0.080290,-0.002160))
f: ((0.020410,-0.074690,-0.003080),(0.022830,-0.080150,-0.002280),(0.019350,-0.074790,-0.003270))
f: ((0.022020,-0.080290,-0.002160),(0.019350,-0.074790,-0.003270),(0.022830,-0.080150,-0.002280))
f: ((0.022830,-0.080150,-0.002280),(0.020410,-0.074690,-0.003080),(0.023470,-0.080400,-0.002020))
f: ((0.021170,-0.075030,-0.002380),(0.023470,-0.080400,-0.002020),(0.020410,-0.074690,-0.003080))
f: ((0.023470,-0.080400,-0.002020),(0.021170,-0.075030,-0.002380),(0.023680,-0.080320,0.000200))
f: ((0.021080,-0.074830,0.000410),(0.023680,-0.080320,0.000200),(0.021170,-0.075030,-0.002380))
f: ((0.021080,-0.074830,0.000410),(0.023290,-0.080190,0.002380),(0.023680,-0.080320,0.000200))
f: ((0.021080,-0.074830,0.000410),(0.020460,-0.074570,0.002590),(0.023290,-0.080190,0.002380))
f: ((0.023050,-0.080020,0.002750),(0.023290,-0.080190,0.002380),(0.020460,-0.074570,0.002590))
f: ((0.023050,-0.080020,0.002750),(0.020460,-0.074570,0.002590),(0.020330,-0.074460,0.002680))
f: ((0.023050,-0.080020,0.002750),(0.020330,-0.074460,0.002680),(0.022680,-0.080100,0.002920))
f: ((0.020150,-0.074460,0.002700),(0.022680,-0.080100,0.002920),(0.020330,-0.074460,0.002680))
f: ((0.020150,-0.074460,0.002700),(0.021590,-0.082390,0.003520),(0.022680,-0.080100,0.002920))
f: ((0.020150,-0.074460,0.002700),(0.018690,-0.076500,0.003560),(0.021590,-0.082390,0.003520))
f: ((0.020250,-0.085160,0.003900),(0.021590,-0.082390,0.003520),(0.018690,-0.076500,0.003560))
f: ((0.020250,-0.085160,0.003900),(0.018690,-0.076500,0.003560),(0.016870,-0.079150,0.004360))
f: ((0.020250,-0.085160,0.003900),(0.016870,-0.079150,0.004360),(0.019550,-0.085870,0.004010))
f: ((0.016300,-0.079880,0.004450),(0.019550,-0.085870,0.004010),(0.016870,-0.079150,0.004360))
f: ((0.015900,-0.080190,0.003960),(0.019000,-0.086080,0.003590),(0.016300,-0.079880,0.004450))
f: ((0.019550,-0.085870,0.004010),(0.016300,-0.079880,0.004450),(0.019000,-0.086080,0.003590))
f: ((0.019000,-0.086080,0.003590),(0.015900,-0.080190,0.003960),(0.018230,-0.085600,0.000560))
f: ((0.014850,-0.079770,0.000620),(0.018230,-0.085600,0.000560),(0.015900,-0.080190,0.003960))
f: ((0.014850,-0.079770,0.000620),(0.018400,-0.084900,-0.002490),(0.018230,-0.085600,0.000560))
f: ((0.014850,-0.079770,0.000620),(0.014760,-0.079020,-0.002970),(0.018400,-0.084900,-0.002490))
f: ((0.018400,-0.084900,-0.002490),(0.014760,-0.079020,-0.002970),(0.019330,-0.085240,-0.002780))
f: ((0.015900,-0.079310,-0.003570),(0.019330,-0.085240,-0.002780),(0.014760,-0.079020,-0.002970))
f: ((0.019330,-0.085240,-0.002780),(0.015900,-0.079310,-0.003570),(0.020460,-0.085150,-0.002460))
f: ((0.017340,-0.079140,-0.003440),(0.020460,-0.085150,-0.002460),(0.015900,-0.079310,-0.003570))
f: ((0.017340,-0.079140,-0.003440),(0.021330,-0.082680,-0.002320),(0.020460,-0.085150,-0.002460))
f: ((0.017340,-0.079140,-0.003440),(0.018440,-0.076910,-0.003520),(0.021330,-0.082680,-0.002320))
f: ((0.022020,-0.080290,-0.002160),(0.021330,-0.082680,-0.002320),(0.018440,-0.076910,-0.003520))
f: ((0.022020,-0.080290,-0.002160),(0.018440,-0.076910,-0.003520),(0.019350,-0.074790,-0.003270))
f: ((0.018290,-0.066330,-0.003070),(0.021170,-0.075030,-0.002380),(0.017360,-0.065890,-0.004490))
f: ((0.020410,-0.074690,-0.003080),(0.017360,-0.065890,-0.004490),(0.021170,-0.075030,-0.002380))
f: ((0.021170,-0.075030,-0.002380),(0.018290,-0.066330,-0.003070),(0.021080,-0.074830,0.000410))
f: ((0.018000,-0.065930,0.000730),(0.021080,-0.074830,0.000410),(0.018290,-0.066330,-0.003070))
f: ((0.018000,-0.065930,0.000730),(0.020460,-0.074570,0.002590),(0.021080,-0.074830,0.000410))
f: ((0.018000,-0.065930,0.000730),(0.017080,-0.065510,0.003380),(0.020460,-0.074570,0.002590))
f: ((0.020460,-0.074570,0.002590),(0.017080,-0.065510,0.003380),(0.020330,-0.074460,0.002680))
f: ((0.016920,-0.065460,0.003430),(0.020330,-0.074460,0.002680),(0.017080,-0.065510,0.003380))
f: ((0.020330,-0.074460,0.002680),(0.016920,-0.065460,0.003430),(0.020150,-0.074460,0.002700))
f: ((0.016680,-0.065510,0.003380),(0.020150,-0.074460,0.002700),(0.016920,-0.065460,0.003430))
f: ((0.016680,-0.065510,0.003380),(0.018690,-0.076500,0.003560),(0.020150,-0.074460,0.002700))
f: ((0.016680,-0.065510,0.003380),(0.014430,-0.067260,0.004450),(0.018690,-0.076500,0.003560))
f: ((0.016870,-0.079150,0.004360),(0.018690,-0.076500,0.003560),(0.014430,-0.067260,0.004450))
f: ((0.016870,-0.079150,0.004360),(0.014430,-0.067260,0.004450),(0.011830,-0.069590,0.005390))
f: ((0.016870,-0.079150,0.004360),(0.011830,-0.069590,0.005390),(0.016300,-0.079880,0.004450))
f: ((0.011300,-0.070390,0.005330),(0.016300,-0.079880,0.004450),(0.011830,-0.069590,0.005390))
f: ((0.016300,-0.079880,0.004450),(0.011300,-0.070390,0.005330),(0.015900,-0.080190,0.003960))
f: ((0.011020,-0.070820,0.004590),(0.015900,-0.080190,0.003960),(0.011300,-0.070390,0.005330))
f: ((0.011020,-0.070820,0.004590),(0.014850,-0.079770,0.000620),(0.015900,-0.080190,0.003960))
f: ((0.011020,-0.070820,0.004590),(0.009690,-0.070420,0.000590),(0.014850,-0.079770,0.000620))
f: ((0.014760,-0.079020,-0.002970),(0.014850,-0.079770,0.000620),(0.009690,-0.070420,0.000590))
f: ((0.014760,-0.079020,-0.002970),(0.009690,-0.070420,0.000590),(0.009410,-0.069590,-0.003870))
f: ((0.014760,-0.079020,-0.002970),(0.009410,-0.069590,-0.003870),(0.015900,-0.079310,-0.003570))
f: ((0.010760,-0.069810,-0.004950),(0.015900,-0.079310,-0.003570),(0.009410,-0.069590,-0.003870))
f: ((0.015900,-0.079310,-0.003570),(0.010760,-0.069810,-0.004950),(0.017340,-0.079140,-0.003440))
f: ((0.012640,-0.069590,-0.005080),(0.017340,-0.079140,-0.003440),(0.010760,-0.069810,-0.004950))
f: ((0.012640,-0.069590,-0.005080),(0.018440,-0.076910,-0.003520),(0.017340,-0.079140,-0.003440))
f: ((0.012640,-0.069590,-0.005080),(0.014340,-0.067700,-0.005440),(0.018440,-0.076910,-0.003520))
f: ((0.019350,-0.074790,-0.003270),(0.018440,-0.076910,-0.003520),(0.014340,-0.067700,-0.005440))
f: ((0.019350,-0.074790,-0.003270),(0.014340,-0.067700,-0.005440),(0.015870,-0.065920,-0.005080))
f: ((0.019350,-0.074790,-0.003270),(0.015870,-0.065920,-0.005080),(0.020410,-0.074690,-0.003080))
f: ((0.017360,-0.065890,-0.004490),(0.020410,-0.074690,-0.003080),(0.015870,-0.065920,-0.005080))
f: ((0.017360,-0.065890,-0.004490),(0.013600,-0.054410,-0.007000),(0.018290,-0.066330,-0.003070))
f: ((0.014790,-0.054800,-0.004380),(0.018290,-0.066330,-0.003070),(0.013600,-0.054410,-0.007000))
f: ((0.014790,-0.054800,-0.004380),(0.018000,-0.065930,0.000730),(0.018290,-0.066330,-0.003070))
f: ((0.014790,-0.054800,-0.004380),(0.014710,-0.054330,0.001360),(0.018000,-0.065930,0.000730))
f: ((0.017080,-0.065510,0.003380),(0.018000,-0.065930,0.000730),(0.014710,-0.054330,0.001360))
f: ((0.017080,-0.065510,0.003380),(0.014710,-0.054330,0.001360),(0.013290,-0.053850,0.005800))
f: ((0.017080,-0.065510,0.003380),(0.013290,-0.053850,0.005800),(0.016920,-0.065460,0.003430))
f: ((0.012630,-0.053760,0.006540),(0.016920,-0.065460,0.003430),(0.013290,-0.053850,0.005800))
f: ((0.016920,-0.065460,0.003430),(0.012630,-0.053760,0.006540),(0.016680,-0.065510,0.003380))
f: ((0.011510,-0.053960,0.006730),(0.016680,-0.065510,0.003380),(0.012630,-0.053760,0.006540))
f: ((0.011510,-0.053960,0.006730),(0.014430,-0.067260,0.004450),(0.016680,-0.065510,0.003380))
f: ((0.011510,-0.053960,0.006730),(0.007540,-0.055420,0.007690),(0.014430,-0.067260,0.004450))
f: ((0.011830,-0.069590,0.005390),(0.014430,-0.067260,0.004450),(0.007540,-0.055420,0.007690))
f: ((0.011830,-0.069590,0.005390),(0.007540,-0.055420,0.007690),(0.003660,-0.057280,0.007810))
f: ((0.002810,-0.058090,0.007300),(0.011300,-0.070390,0.005330),(0.003660,-0.057280,0.007810))
f: ((0.011830,-0.069590,0.005390),(0.003660,-0.057280,0.007810),(0.011300,-0.070390,0.005330))
f: ((0.011300,-0.070390,0.005330),(0.002810,-0.058090,0.007300),(0.011020,-0.070820,0.004590))
f: ((0.002520,-0.058560,0.005870),(0.011020,-0.070820,0.004590),(0.002810,-0.058090,0.007300))
f: ((0.002520,-0.058560,0.005870),(0.009690,-0.070420,0.000590),(0.011020,-0.070820,0.004590))
f: ((0.002520,-0.058560,0.005870),(0.001070,-0.058230,0.000400),(0.009690,-0.070420,0.000590))
f: ((0.009410,-0.069590,-0.003870),(0.009690,-0.070420,0.000590),(0.001070,-0.058230,0.000400))
f: ((0.009410,-0.069590,-0.003870),(0.001070,-0.058230,0.000400),(0.000990,-0.057440,-0.005570))
f: ((0.009410,-0.069590,-0.003870),(0.000990,-0.057440,-0.005570),(0.010760,-0.069810,-0.004950))
f: ((0.002540,-0.057540,-0.007430),(0.010760,-0.069810,-0.004950),(0.000990,-0.057440,-0.005570))
f: ((0.010760,-0.069810,-0.004950),(0.002540,-0.057540,-0.007430),(0.012640,-0.069590,-0.005080))
f: ((0.005030,-0.057310,-0.007970),(0.012640,-0.069590,-0.005080),(0.002540,-0.057540,-0.007430))
f: ((0.005030,-0.057310,-0.007970),(0.014340,-0.067700,-0.005440),(0.012640,-0.069590,-0.005080))
f: ((0.005030,-0.057310,-0.007970),(0.008230,-0.055800,-0.008750),(0.014340,-0.067700,-0.005440))
f: ((0.015870,-0.065920,-0.005080),(0.014340,-0.067700,-0.005440),(0.008230,-0.055800,-0.008750))
f: ((0.015870,-0.065920,-0.005080),(0.008230,-0.055800,-0.008750),(0.011330,-0.054380,-0.008180))
f: ((0.015870,-0.065920,-0.005080),(0.011330,-0.054380,-0.008180),(0.017360,-0.065890,-0.004490))
f: ((0.013600,-0.054410,-0.007000),(0.017360,-0.065890,-0.004490),(0.011330,-0.054380,-0.008180))
